business_id,date,ViolationTypeID,risk_category,description,business_name,business_address,business_city,business_state,inspection_id,inspection_date,inspection_type
67093,20160923,103120,Moderate Risk,Moderate risk food holding temperature,Katherine Delmar Burke School,7070 California St,San Francisco,CA,67093_20190920,2019-09-20,Routine - Unscheduled
76957,20160927,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,7 Eleven Store #2366-22627D,5100 Geary Blvd,San Francisco,CA,76957_20171026,2017-10-26,Routine - Unscheduled
74429,20141226,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,Moka Coffee,1605 Polk St,San Francisco,CA,74429_20170801,2017-08-01,Routine - Unscheduled
75375,20131120,103157,Low Risk,Food safety certificate or food handler card not available,Goku,3232 16th St,San Francisco,CA,75375_20190115,2019-01-15,Routine - Unscheduled
82466,20160217,103102,High Risk,Unclean hands or improper use of gloves,Tanuki Restaurant,4419 California St,San Francisco,CA,82466_20170901,2017-09-01,Routine - Unscheduled
70044,20141021,103157,Low Risk,Food safety certificate or food handler card not available,Me So Hungry,Off The Grid,San Francisco,CA,70044_20181206,2018-12-06,Routine - Unscheduled
66695,20140605,103120,Moderate Risk,Moderate risk food holding temperature,Lee's Deli,280 Battery St,San Francisco,CA,66695_20171017,2017-10-17,Routine - Unscheduled
88302,20160808,103161,Low Risk,Low risk vermin infestation,Cafe Hana,1737 Post St 368,San Francisco,CA,88302_20190419,2019-04-19,Routine - Unscheduled
85709,20160528,103107,High Risk,Improper reheating of food,Wokitchen,888 Brannan St,San Francisco,CA,85709_20180306,2018-03-06,Structural Inspection
84418,20151116,103120,Moderate Risk,Moderate risk food holding temperature,"Dong Hing, LLC",1210 Stockton St,San Francisco,CA,84418_20170509,2017-05-09,Routine - Unscheduled
84038,20160809,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Delarosa,37 Yerba Buena Ln,San Francisco,CA,84038_20190415,2019-04-15,Routine - Unscheduled
66732,20150625,103145,Low Risk,Improper storage of equipment utensils or linens,Soma Restaurant And Bar,85 05th St,San Francisco,CA,66732_20180119,2018-01-19,Routine - Unscheduled
77781,20141007,103120,Moderate Risk,Moderate risk food holding temperature,Grubbin',1404 Taraval St,San Francisco,CA,77781_20180612,2018-06-12,Routine - Unscheduled
66925,20160824,103133,Moderate Risk,Foods not protected from contamination,Deli Board,1058 Folsom St,San Francisco,CA,66925_20171114,2017-11-14,Routine - Unscheduled
68259,20151026,103157,Low Risk,Food safety certificate or food handler card not available,Balboa Theater,3630 BALBOA St,San Francisco,CA,68259_20161017,2016-10-17,Routine - Unscheduled
81815,20160622,103109,High Risk,Unclean or unsanitary food contact surfaces,Myriad,2491 Mission St,San Francisco,CA,81815_20180326,2018-03-26,Routine - Unscheduled
77760,20141106,103156,Low Risk,Permit license or inspection report not posted,"Plentea, Inc.",341 Kearny St,San Francisco,CA,77760_20190326,2019-03-26,Routine - Unscheduled
80112,20141212,103103,High Risk,High risk food holding temperature,Villa Italian Kitchen,3251 20th Ave 250 D,San Francisco,CA,80112_20170426,2017-04-26,Routine - Unscheduled
86111,20160224,103133,Moderate Risk,Foods not protected from contamination,Local Tap,600 03rd St,San Francisco,CA,86111_20190307,2019-03-07,Routine - Unscheduled
87021,20160513,103112,High Risk,No hot water or running water,Southern Comfort Kitchen,Off The Grid,San Francisco,CA,87021_20181113,2018-11-13,Routine - Unscheduled
69147,20150225,103120,Moderate Risk,Moderate risk food holding temperature,Mission Rock Resort,817 TERRY FRANCOIS Blvd,San Francisco,CA,69147_20171109,2017-11-09,Non-inspection site visit
86385,20160314,103145,Low Risk,Improper storage of equipment utensils or linens,Poki Time,549 Irving St,San Francisco,CA,86385_20181203,2018-12-03,Routine - Unscheduled
65012,20160802,103120,Moderate Risk,Moderate risk food holding temperature,Masala Dosa,1375 09th Ave,San Francisco,CA,65012_20171107,2017-11-07,Routine - Unscheduled
76681,20160708,103128,Moderate Risk,Consumer advisory not provided for raw or undercooked foods,Pinche Poke,380 Golden Gate Ave,San Francisco,CA,76681_20171018,2017-10-18,Routine - Unscheduled
66584,20160809,103133,Moderate Risk,Foods not protected from contamination,Western Donuts Shop #2,5101 MISSION St,San Francisco,CA,66584_20180430,2018-04-30,Routine - Unscheduled
86224,20160405,103144,Low Risk,Unapproved or unmaintained equipment or utensils,El Rancho Grande at Haight,1654 Haight St,San Francisco,CA,86224_20181015,2018-10-15,Routine - Unscheduled
65384,20150709,103103,High Risk,High risk food holding temperature,Publico,550 A Gene Friend Way,San Francisco,CA,65384_20180627,2018-06-27,Routine - Unscheduled
75991,20151005,103139,Low Risk,Improper food storage,"Eclectic Cookery, Inc.",1040 Revere Ave #2,San Francisco,CA,75991_20181205,2018-12-05,Routine - Unscheduled
66394,20150414,103139,Low Risk,Improper food storage,Canela,2272 MARKET St,San Francisco,CA,66394_20180308,2018-03-08,Routine - Unscheduled
82933,20150830,103143,Low Risk,Inadequate warewashing facilities or equipment,San Francisco Giants,24 Willie Mays Plaza,San Francisco,CA,82933_20170424,2017-04-24,Routine - Unscheduled
68974,20151006,103132,Moderate Risk,Improper thawing methods,Sushi Avenue Inc,1515 Sloat Blvd,San Francisco,CA,68974_20171206,2017-12-06,Routine - Unscheduled
69291,20140903,103141,Low Risk,Improper food labeling or menu misrepresentation,Cheese Boutique,660 Chenery St,San Francisco,CA,69291_20180924,2018-09-24,Routine - Unscheduled
81203,20141212,103120,Moderate Risk,Moderate risk food holding temperature,The View Cafe,3333 California St 232,San Francisco,CA,81203_20180126,2018-01-26,Routine - Unscheduled
65442,20150225,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Bluestem Brasserie,1 Yerba Buena Ln,San Francisco,CA,65442_20190411,2019-04-11,Routine - Unscheduled
83990,20150915,103154,Low Risk,Unclean or degraded floors walls or ceilings,Counter Offer,806 S Van Ness Ave,San Francisco,CA,83990_20180403,2018-04-03,Routine - Unscheduled
75792,20150127,103120,Moderate Risk,Moderate risk food holding temperature,Red Cafe,2894 Mission St,San Francisco,CA,75792_20190219,2019-02-19,Routine - Unscheduled
77913,20150526,103154,Low Risk,Unclean or degraded floors walls or ceilings,Eclectic Cookery,101 Horne Ave,San Francisco,CA,77913_20170830,2017-08-30,Routine - Unscheduled
67489,20160727,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,The Dark Horse Inn,942 Geneva Ave,San Francisco,CA,67489_20170420,2017-04-20,Routine - Unscheduled
84729,20160607,103133,Moderate Risk,Foods not protected from contamination,Herbst Theater C&M,401 Van Ness Ave,San Francisco,CA,84729_20180319,2018-03-19,Routine - Unscheduled
78301,20150327,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Fearless,303 02nd St Suite G,San Francisco,CA,78301_20161121,2016-11-21,Routine - Unscheduled
79563,20140707,103133,Moderate Risk,Foods not protected from contamination,Creightons Cheese and Fine Foods,673 Portola Dr,San Francisco,CA,79563_20170913,2017-09-13,Routine - Unscheduled
65283,20150413,103150,Low Risk,Improper or defective plumbing,Subway,147 Mason St,San Francisco,CA,65283_20161222,2016-12-22,Routine - Unscheduled
86301,20160923,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Cafe Murano,2301 Bryant St,San Francisco,CA,86301_20171127,2017-11-27,Routine - Unscheduled
68247,20140605,103120,Moderate Risk,Moderate risk food holding temperature,Mixt Greens/Mixt,560 Mission St Suite 125,San Francisco,CA,68247_20190807,2019-08-07,Routine - Unscheduled
75574,20160614,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Wako Restaurant,211 Clement St,San Francisco,CA,75574_20180831,2018-08-31,Routine - Unscheduled
82416,20160721,103161,Low Risk,Low risk vermin infestation,Pupuseria Metapan,4769 Mission St,San Francisco,CA,82416_20190108,2019-01-08,Complaint
67982,20160930,103129,Moderate Risk,Insufficient hot water or running water,Caffe Central,845 Market St,San Francisco,CA,67982_20190923,2019-09-23,Routine - Unscheduled
68503,20160405,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Nizario's Pizza,535 VALENCIA St,San Francisco,CA,68503_20180417,2018-04-17,Routine - Unscheduled
67330,20160825,103129,Moderate Risk,Insufficient hot water or running water,San Tung Restaurant LLC,1031 Irving St,San Francisco,CA,67330_20190408,2019-04-08,Routine - Unscheduled
65415,20141119,103133,Moderate Risk,Foods not protected from contamination,Nob Hill Liquors,1000 Hyde St,San Francisco,CA,65415_20170821,2017-08-21,Routine - Unscheduled
71563,20150817,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,SF Deli and Wine,810 MISSION St,San Francisco,CA,71563_20190410,2019-04-10,Routine - Unscheduled
69957,20141105,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Daigo Sushi,2450 Clement St,San Francisco,CA,69957_20170201,2017-02-01,Routine - Unscheduled
85518,20151027,103158,Low Risk,Unpermitted food facility,Smashburger Store #1271,2300 16th St #293,San Francisco,CA,85518_20170124,2017-01-24,Routine - Unscheduled
79069,20141027,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Lush Gelato,1817 Polk St,San Francisco,CA,79069_20170821,2017-08-21,Routine - Unscheduled
75078,20150501,103156,Low Risk,Permit license or inspection report not posted,Chipotle Mexican Grill #2080,3251 20th Ave OP183,San Francisco,CA,75078_20171005,2017-10-05,Routine - Unscheduled
69195,20150324,103103,High Risk,High risk food holding temperature,Center Cafe,205 13th St,San Francisco,CA,69195_20170621,2017-06-21,Complaint
79412,20160506,103120,Moderate Risk,Moderate risk food holding temperature,Mr. Holmes Bakehouse,1042 Larkin St,San Francisco,CA,79412_20180209,2018-02-09,Routine - Unscheduled
83520,20150915,103105,High Risk,Improper cooling methods,The Plant Cafe Organic,2335 03rd St,San Francisco,CA,83520_20190530,2019-05-30,Routine - Unscheduled
69664,20151023,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Golden Gate Park Golf Course,970 47th Ave,San Francisco,CA,69664_20180413,2018-04-13,Routine - Unscheduled
80861,20141105,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Red Door Coffee,111 Minna St,San Francisco,CA,80861_20170113,2017-01-13,Routine - Unscheduled
86924,20160801,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Tataki Sushi & Sake Bar,2827 California St,San Francisco,CA,86924_20180123,2018-01-23,Routine - Unscheduled
86715,20160303,103120,Moderate Risk,Moderate risk food holding temperature,Green Heart Foods LLC,1069 Pennsylvania Ave,San Francisco,CA,86715_20161110,2016-11-10,Routine - Unscheduled
81250,20160727,103142,Low Risk,Unclean nonfood contact surfaces,Stanford Court Hotel,905 California St,San Francisco,CA,81250_20190326,2019-03-26,Routine - Unscheduled
64958,20140627,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Yakiniq Cafe,1640 Post St,San Francisco,CA,64958_20190828,2019-08-28,Routine - Unscheduled
77955,20160819,103154,Low Risk,Unclean or degraded floors walls or ceilings,Patriot House,2 Embarcadero Center,San Francisco,CA,77955_20190228,2019-02-28,Routine - Unscheduled
69188,20150513,103102,High Risk,Unclean hands or improper use of gloves,Siam Lotus Thai Cuisine,1705 HAIGHT St,San Francisco,CA,69188_20181105,2018-11-05,Routine - Unscheduled
70309,20160803,103154,Low Risk,Unclean or degraded floors walls or ceilings,Ghirardelli Chocolate,2 New Montgomery St,San Francisco,CA,70309_20180430,2018-04-30,Routine - Unscheduled
79219,20140915,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,AFC Sushi @ Safeway #2646,735 07 Ave,San Francisco,CA,79219_20190906,2019-09-06,Routine - Unscheduled
68430,20140527,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Ladle & Leaf,135 04th St FC-2,San Francisco,CA,68430_20180613,2018-06-13,Routine - Unscheduled
86172,20160719,103139,Low Risk,Improper food storage,Hall of Flame Burgers,73 Cambon St,San Francisco,CA,86172_20180213,2018-02-13,Routine - Unscheduled
81521,20150715,103143,Low Risk,Inadequate warewashing facilities or equipment,Cool Cravings Cafe & Deli,1635 Divisadero St,San Francisco,CA,81521_20180621,2018-06-21,Routine - Unscheduled
71067,20140929,103141,Low Risk,Improper food labeling or menu misrepresentation,Bancarella,350 Powell St,San Francisco,CA,71067_20170221,2017-02-21,Routine - Unscheduled
74983,20140820,103161,Low Risk,Low risk vermin infestation,Nizario's Pizza SFSU,1650 Holloway Ave,San Francisco,CA,74983_20170217,2017-02-17,Routine - Unscheduled
76220,20150721,103159,Low Risk,Worker safety hazards,Bonita Taqueria and Rotisserie,2257 Chestnut St,San Francisco,CA,76220_20171218,2017-12-18,Routine - Unscheduled
68944,20150204,103156,Low Risk,Permit license or inspection report not posted,Peet's Coffee and Tea,1630 Holloway Ave,San Francisco,CA,68944_20180220,2018-02-20,Routine - Unscheduled
65692,20140918,103150,Low Risk,Improper or defective plumbing,Blarney Stone,5625 GEARY Blvd,San Francisco,CA,65692_20190814,2019-08-14,Routine - Unscheduled
82911,20160824,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Super Duper,346 Kearny St,San Francisco,CA,82911_20170927,2017-09-27,Routine - Unscheduled
88899,20160909,103154,Low Risk,Unclean or degraded floors walls or ceilings,Great Steak and Potato,3251 20th Ave 250,San Francisco,CA,88899_20170223,2017-02-23,Routine - Unscheduled
83589,20160920,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,City Pizza and Burger Inc.,464 Broadway St,San Francisco,CA,83589_20180205,2018-02-05,Routine - Unscheduled
82394,20160618,103154,Low Risk,Unclean or degraded floors walls or ceilings,Senor Sisig #4,Off The Grid,San Francisco,CA,82394_20181025,2018-10-25,Routine - Unscheduled
75892,20150710,103157,Low Risk,Food safety certificate or food handler card not available,Mateo's Bay Area Hot Dogs,Treasure Island,San Francisco,CA,75892_20170323,2017-03-23,Routine - Unscheduled
69175,20150616,103133,Moderate Risk,Foods not protected from contamination,Mau Restaurant,665 Valencia St,San Francisco,CA,69175_20170829,2017-08-29,Routine - Unscheduled
84040,20151103,103145,Low Risk,Improper storage of equipment utensils or linens,I-Tea Kearny SF,253 Kearny St,San Francisco,CA,84040_20180410,2018-04-10,Routine - Unscheduled
86816,20160713,103145,Low Risk,Improper storage of equipment utensils or linens,Ocean Ale House,1314 Ocean Ave,San Francisco,CA,86816_20170901,2017-09-01,Routine - Unscheduled
73906,20140822,103139,Low Risk,Improper food storage,Fig and Thistle,313 Ivy St,San Francisco,CA,73906_20180131,2018-01-31,Routine - Unscheduled
79401,20141117,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,S & B Supermarket Inc.,2203 Irving St,San Francisco,CA,79401_20171010,2017-10-10,Routine - Unscheduled
70823,20140908,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Toma,3318 Steiner St,San Francisco,CA,70823_20180104,2018-01-04,Routine - Unscheduled
81886,20150421,103133,Moderate Risk,Foods not protected from contamination,Cafe Broadway,674 Broadway St,San Francisco,CA,81886_20180418,2018-04-18,Routine - Unscheduled
68321,20140617,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Capo's,641 Vallejo St,San Francisco,CA,68321_20171108,2017-11-08,Routine - Unscheduled
65830,20160722,103142,Low Risk,Unclean nonfood contact surfaces,Bubba Gump Shrimp Co.,Pier 39  M210,San Francisco,CA,65830_20190508,2019-05-08,Routine - Unscheduled
86393,20160705,103109,High Risk,Unclean or unsanitary food contact surfaces,Corridor Cafe,100 Van Ness Ave B,San Francisco,CA,86393_20180516,2018-05-16,Routine - Unscheduled
75850,20140903,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Emo's Cafe & Deli,201 A Turk St,San Francisco,CA,75850_20180308,2018-03-08,Routine - Unscheduled
71226,20150819,103143,Low Risk,Inadequate warewashing facilities or equipment,Wine Kitchen,507 Divisadero St,San Francisco,CA,71226_20180409,2018-04-09,Routine - Unscheduled
67075,20160912,103154,Low Risk,Unclean or degraded floors walls or ceilings,Beachside Coffee Bar & Kitchen,4300 JUDAH St,San Francisco,CA,67075_20170831,2017-08-31,Routine - Unscheduled
86359,20160714,103102,High Risk,Unclean hands or improper use of gloves,Bill's Place,2315 Clement St,San Francisco,CA,86359_20190206,2019-02-06,Routine - Unscheduled
83439,20160628,103139,Low Risk,Improper food storage,SF Marriott Union Square (Banquet Kitchen),480 Sutter St Mezzanine,San Francisco,CA,83439_20180117,2018-01-17,Routine - Unscheduled
69691,20141204,103157,Low Risk,Food safety certificate or food handler card not available,1601 Bar & Kitchen,1601 HOWARD St,San Francisco,CA,69691_20180531,2018-05-31,Routine - Unscheduled
86161,20160303,103133,Moderate Risk,Foods not protected from contamination,Farm:Table,754 Post St,San Francisco,CA,86161_20190624,2019-06-24,Routine - Unscheduled
70123,20160212,103156,Low Risk,Permit license or inspection report not posted,The Chai Cart,298 Market St,San Francisco,CA,70123_20170302,2017-03-02,Routine - Unscheduled
78727,20140604,103138,Low Risk,Improper storage use or identification of toxic substances,Submarine Center,820 Ulloa St,San Francisco,CA,78727_20180924,2018-09-24,Routine - Unscheduled
80279,20141120,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Bon Appetit Management Company,350 Rhode Island St 150,San Francisco,CA,80279_20180827,2018-08-27,Routine - Unscheduled
74722,20150407,103145,Low Risk,Improper storage of equipment utensils or linens,Cool Tea Bar Waverly,103 Waverly Pl,San Francisco,CA,74722_20170531,2017-05-31,Routine - Unscheduled
84392,20160203,103156,Low Risk,Permit license or inspection report not posted,Genji Sushi,399 04th St,San Francisco,CA,84392_20170914,2017-09-14,Routine - Unscheduled
67182,20140221,103109,High Risk,Unclean or unsanitary food contact surfaces,"Asana, Inc.",1550 Bryant St Suite 150,San Francisco,CA,67182_20170731,2017-07-31,Routine - Unscheduled
65270,20131126,103145,Low Risk,Improper storage of equipment utensils or linens,California Pacific Medical Center - Cafe,2333 Buchanan St 1st Floor,San Francisco,CA,65270_20180516,2018-05-16,Routine - Unscheduled
83709,20160808,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,I.C.U. Market & Deli Inc.,514 Minna St,San Francisco,CA,83709_20190522,2019-05-22,Routine - Unscheduled
67587,20150318,103145,Low Risk,Improper storage of equipment utensils or linens,Burger Urge,1599 Haight St,San Francisco,CA,67587_20170216,2017-02-16,Routine - Unscheduled
72169,20141208,103139,Low Risk,Improper food storage,Pastel Brazzuca,290 De Haro St,San Francisco,CA,72169_20161018,2016-10-18,Routine - Unscheduled
77645,20160823,103103,High Risk,High risk food holding temperature,Banana Home,321 Kearny St,San Francisco,CA,77645_20190404,2019-04-04,Routine - Unscheduled
75223,20140617,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,The Plant Cafe Organic,958 Illinois St,San Francisco,CA,75223_20180228,2018-02-28,Routine - Unscheduled
75407,20150608,103133,Moderate Risk,Foods not protected from contamination,49 Square Catering,1760 Cesar Chavez St M,San Francisco,CA,75407_20170522,2017-05-22,Routine - Unscheduled
67584,20150827,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Stow Lake Boathouse Company,GOLDEN GATE PARK,San Francisco,CA,67584_20161103,2016-11-03,Routine - Unscheduled
68831,20160725,103109,High Risk,Unclean or unsanitary food contact surfaces,Super Duper,783 Mission St #1010,San Francisco,CA,68831_20190307,2019-03-07,Routine - Unscheduled
75689,20140715,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Tosca Cafe,242 Columbus Ave,San Francisco,CA,75689_20180328,2018-03-28,Routine - Unscheduled
74594,20141119,103141,Low Risk,Improper food labeling or menu misrepresentation,Shabusen,1726 Buchannan St,San Francisco,CA,74594_20161005,2016-10-05,Routine - Unscheduled
76998,20160901,103148,Low Risk,No thermometers or uncalibrated thermometers,Zain's Liquor,34 03rd St,San Francisco,CA,76998_20171128,2017-11-28,Routine - Unscheduled
69680,20140528,103154,Low Risk,Unclean or degraded floors walls or ceilings,Rich Table,199 GOUGH St,San Francisco,CA,69680_20190122,2019-01-22,Routine - Unscheduled
65051,20150203,103120,Moderate Risk,Moderate risk food holding temperature,Mission Cheese,736 Valencia St,San Francisco,CA,65051_20190529,2019-05-29,Routine - Unscheduled
77546,20141209,103142,Low Risk,Unclean nonfood contact surfaces,Fresh Brew Coffee,882 Bush St,San Francisco,CA,77546_20170424,2017-04-24,Routine - Unscheduled
70983,20140502,103142,Low Risk,Unclean nonfood contact surfaces,M.Y. China,845 Market St Ste. 400,San Francisco,CA,70983_20161013,2016-10-13,Routine - Unscheduled
65549,20160901,103157,Low Risk,Food safety certificate or food handler card not available,La Ciccia,291 30th St,San Francisco,CA,65549_20180619,2018-06-19,Routine - Unscheduled
79753,20150304,103145,Low Risk,Improper storage of equipment utensils or linens,Mazarine Coffee,720 Market St,San Francisco,CA,79753_20161014,2016-10-14,Routine - Unscheduled
85683,20160201,103142,Low Risk,Unclean nonfood contact surfaces,Chico's Pizza,468 Ellis St,San Francisco,CA,85683_20180305,2018-03-05,Routine - Unscheduled
69492,20140310,103157,Low Risk,Food safety certificate or food handler card not available,Bay Area Little John's Candies,1422 Market St,San Francisco,CA,69492_20170901,2017-09-01,Routine - Unscheduled
81460,20150417,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,"Le Soleil International Holdings, Inc",133 Clement  St.,San Francisco,CA,81460_20190523,2019-05-23,Routine - Unscheduled
82354,20150505,103109,High Risk,Unclean or unsanitary food contact surfaces,I Tea S.F,2150 Irving St,San Francisco,CA,82354_20170127,2017-01-27,Routine - Unscheduled
78852,20160901,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Pork Store Cafe Valencia,3122 16th St,San Francisco,CA,78852_20180723,2018-07-23,Routine - Unscheduled
82998,20160726,103143,Low Risk,Inadequate warewashing facilities or equipment,Loews Regency San Francisco (Bar Pantry),222  St 1st Floor,San Francisco,CA,82998_20190109,2019-01-09,Routine - Unscheduled
80930,20150318,103139,Low Risk,Improper food storage,Amelie,1754 Polk St,San Francisco,CA,80930_20170313,2017-03-13,Routine - Unscheduled
74168,20150825,103103,High Risk,High risk food holding temperature,Barrel Head Brewhouse,1785 Fulton St,San Francisco,CA,74168_20171121,2017-11-21,Routine - Unscheduled
75297,20150304,103102,High Risk,Unclean hands or improper use of gloves,Artesano,3415 California St,San Francisco,CA,75297_20171030,2017-10-30,Routine - Unscheduled
78528,20141030,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Wetzel's Pretzels,865 Market St Ste. 9008,San Francisco,CA,78528_20190116,2019-01-16,Routine - Unscheduled
78213,20160922,103109,High Risk,Unclean or unsanitary food contact surfaces,Monsieur Benjamin,451 Gough St,San Francisco,CA,78213_20180207,2018-02-07,Routine - Unscheduled
84922,20151118,103177,Low Risk,Non service animal,Taco Bell Cantina #31685,710 03rd St,San Francisco,CA,84922_20180403,2018-04-03,Routine - Unscheduled
85221,20151016,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,New Upper Terrace Market,4499 17th St,San Francisco,CA,85221_20180104,2018-01-04,Routine - Unscheduled
81789,20150501,103157,Low Risk,Food safety certificate or food handler card not available,Koja Kitchen Truck,Off The Grid,San Francisco,CA,81789_20170311,2017-03-11,Routine - Unscheduled
68269,20160426,103154,Low Risk,Unclean or degraded floors walls or ceilings,Walgreens #1126,1979 MISSION St,San Francisco,CA,68269_20161024,2016-10-24,Routine - Unscheduled
87298,20160511,103139,Low Risk,Improper food storage,Tacos El Primo,2225 Jennings St,San Francisco,CA,87298_20180306,2018-03-06,Structural Inspection
82677,20160805,103142,Low Risk,Unclean nonfood contact surfaces,Fish and Farm,424 Clay St,San Francisco,CA,82677_20190228,2019-02-28,Routine - Unscheduled
65622,20141107,103150,Low Risk,Improper or defective plumbing,Gott's Roadside Tray Gourmet,1 Ferry Building #6,San Francisco,CA,65622_20180117,2018-01-17,Reinspection/Followup
65873,20160815,103105,High Risk,Improper cooling methods,Capurro's,498 Jefferson St,San Francisco,CA,65873_20190917,2019-09-17,Routine - Unscheduled
68753,20150603,103120,Moderate Risk,Moderate risk food holding temperature,La Briciola  Restaurant,489 03rd St,San Francisco,CA,68753_20171012,2017-10-12,Routine - Unscheduled
75649,20160122,103143,Low Risk,Inadequate warewashing facilities or equipment,Chairman Truck,428 11th St,San Francisco,CA,75649_20170912,2017-09-12,Routine - Scheduled
83013,20160726,103154,Low Risk,Unclean or degraded floors walls or ceilings,Loews Regency San Francisco (Pastry Kitchen),222 Sansome St 37th Floor,San Francisco,CA,83013_20170928,2017-09-28,Routine - Unscheduled
83475,20160303,103141,Low Risk,Improper food labeling or menu misrepresentation,Fine and Rare,555 Golden Gate Ave,San Francisco,CA,83475_20180405,2018-04-05,Routine - Unscheduled
80121,20141118,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,West Coast Wine &  Cheese,2165 Union St,San Francisco,CA,80121_20171026,2017-10-26,Routine - Unscheduled
74854,20160901,103120,Moderate Risk,Moderate risk food holding temperature,Gaspar,185 Sutter St,San Francisco,CA,74854_20190417,2019-04-17,Routine - Unscheduled
70207,20160912,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Ten Ren Tea,550 Grant Ave,San Francisco,CA,70207_20171215,2017-12-15,Routine - Unscheduled
82033,20150625,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,Philz Coffee,1258 Minnesota St,San Francisco,CA,82033_20190401,2019-04-01,Routine - Unscheduled
74436,20160824,103156,Low Risk,Permit license or inspection report not posted,Tenderloin Grocery & Liquor,62 Turk St,San Francisco,CA,74436_20171013,2017-10-13,Routine - Unscheduled
85532,20160923,103103,High Risk,High risk food holding temperature,Chubby Noodle,1310 Grant Ave,San Francisco,CA,85532_20190219,2019-02-19,Routine - Unscheduled
65392,20140623,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Cantata Coffee Shop,1708 Haight St,San Francisco,CA,65392_20180508,2018-05-08,Routine - Unscheduled
81134,20141119,103103,High Risk,High risk food holding temperature,Carmelina's Taqueria,500 Parnassus Ave,San Francisco,CA,81134_20180904,2018-09-04,Routine - Unscheduled
66363,20131107,103120,Moderate Risk,Moderate risk food holding temperature,Subway Sandwich #41309,187 06th St,San Francisco,CA,66363_20161129,2016-11-29,Routine - Unscheduled
86490,20160319,103133,Moderate Risk,Foods not protected from contamination,3Geeks,Off The Grid,San Francisco,CA,86490_20171020,2017-10-20,Routine - Unscheduled
85319,20160315,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Curry Up Now #5,Approved Locations,San Francisco,CA,85319_20170912,2017-09-12,Routine - Unscheduled
74116,20150106,103113,High Risk,Sewage or wastewater contamination,La Fisheria,428 11th St,San Francisco,CA,74116_20190212,2019-02-12,Routine - Unscheduled
77611,20160412,103103,High Risk,High risk food holding temperature,Papito West,425 A Hayes St,San Francisco,CA,77611_20170420,2017-04-20,Routine - Unscheduled
65602,20150310,103104,High Risk,Unauthorized or unsafe use of time as a public health control measure,Escape From New York Pizza,715 HARRISON St,San Francisco,CA,65602_20180403,2018-04-03,Routine - Unscheduled
74760,20140914,103133,Moderate Risk,Foods not protected from contamination,Ghirardelli Chocolate,24 Wiilie Mays Pl #120,San Francisco,CA,74760_20190719,2019-07-19,Routine - Unscheduled
74485,20150121,103121,Moderate Risk,Inadequate procedures or records for time as a public health control,Guckenheimer@Nektar,455 South Mission Bay Blvd,San Francisco,CA,74485_20190405,2019-04-05,Routine - Unscheduled
70132,20160803,103131,Moderate Risk,Moderate risk vermin infestation,Samovar Tea Lounge Yerba Buena LLC,730 Howard St,San Francisco,CA,70132_20190514,2019-05-14,Routine - Unscheduled
77457,20140929,103105,High Risk,Improper cooling methods,City Smoke House LLC,35 06th St,San Francisco,CA,77457_20170517,2017-05-17,Routine - Unscheduled
